"Author_name","PC","PY_start","PY_end","Pub_period","Author_count_avg","PC_annu","PY_first_start","PY_first_end","First_period","PC_first","PC_first_annu","Author_index","Author_color","OC","PY_off_start","PY_off_end","Off_period","PC_off","PC_off_annu","Family_degree_out","Family_degree_in","Family_index","Family_size","AG","PY_col_in_start","PY_col_in_end","Col_in_period","PC_col_in","PC_col_in_annu","R_PC_col_in_PC","R_PC_col_in_PC_annu","PY_col_out_start","PY_col_out_end","Col_out_period","PC_col_out","PC_col_out_annu","R_PC_col_out_PC_annu","R_PC_col_out_PC","PC_col_tot","degree_all","degree_out","degree_in","R_deg_in_out","PCxOCxCC","PCxOCxCC_norm"
"ACUÑA-CASTROVIEJO D",3,2009,2020,12,6.33333333333333,0.25,2017,2017,1,1,1,-2790,"#759ADD",2,2009,2019,11,2,0.181818181818182,2,0,384,3,1,NA,NA,0,0,0,0,0,2019,2019,1,1,1,4,0.333333333333333,1,1,1,0,0,6,2.76334696584503e-05
"GONZÁLEZ-MARISCAL G",2,2009,2020,12,2,0.166666666666667,NA,NA,0,0,0,2791,"#D86F83",0,2009,2020,12,2,0.166666666666667,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KO GY",8,2009,2020,12,4.125,0.666666666666667,2001,2009,9,5,0.555555555555556,-2792,"#F7D073",0,2009,2011,3,4,1.33333333333333,0,1,177,1,2,NA,NA,0,0,0,0,0,2009,2018,10,4,0.4,0.6,0.5,4,3,3,0,0,0,0
"RAKAI BD",1,2009,2009,1,5,1,2014,2014,1,1,1,2793,"#D29BDE",0,2009,2009,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MAAS MF",1,2009,2009,1,2,1,NA,NA,0,0,0,-2794,"#D4BDCD",0,2009,2009,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WINGO CS",4,2009,2015,7,5.25,0.571428571428571,NA,NA,0,0,0,2795,"#21872C",1,2009,2015,7,4,0.571428571428571,1,0,386,2,1,2012,2020,9,9,1,2.25,1.75,2009,2009,1,1,1,1.75,0.25,10,2,1,1,1,8,3.68446262112671e-05
"TAGAYA H",1,2009,2009,1,1,1,NA,NA,0,0,0,-2796,"#ACA7B5",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"FURNESS JB",1,2009,2009,1,2,1,NA,NA,0,0,0,2797,"#FFFE1F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HARADA T",1,2009,2009,1,4,1,NA,NA,0,0,0,-2798,"#BD5942",0,NA,NA,0,0,0,0,0,0,0,0,2007,2007,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"SHAW PJ",5,2009,2017,9,6.2,0.555555555555556,2000,2002,3,2,0.666666666666667,2799,"#369138",0,NA,NA,0,0,0,0,1,233,1,2,2012,2021,10,2,0.2,0.4,0.36,NA,NA,0,0,0,0,0,2,2,0,2,Inf,0,0
"KRUGLUGER W",1,2009,2009,1,8,1,2007,2007,1,1,1,-2800,"#893883",0,NA,NA,0,0,0,0,1,348,1,2,NA,NA,0,0,0,0,0,2009,2009,1,1,1,1,1,1,1,1,0,0,0,0
"FELDMAN BJ",4,2009,2018,10,3.75,0.4,NA,NA,0,0,0,2801,"#92D845",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2017,2017,1,1,1,2.5,0.25,1,1,1,0,0,0,0
"WILDE A",3,2009,2018,10,5.66666666666667,0.3,NA,NA,0,0,0,-2802,"#440E95",0,2009,2014,6,2,0.333333333333333,0,0,0,0,0,2007,2020,14,3,0.214285714285714,1,0.714285714285714,2009,2014,6,2,0.333333333333333,1.11111111111111,0.666666666666667,5,4,2,2,1,0,0
"TAKANO M",1,2009,2009,1,3,1,NA,NA,0,0,0,2803,"#CDFA29",0,NA,NA,0,0,0,0,0,0,0,0,2011,2011,1,2,2,2,2,NA,NA,0,0,0,0,0,2,2,0,2,Inf,0,0
"FALCIATORE A",3,2009,2019,11,11,0.272727272727273,NA,NA,0,0,0,-2804,"#01BDDB",0,NA,NA,0,0,0,0,0,0,0,0,2010,2010,1,1,1,0.333333333333333,3.66666666666667,2009,2019,11,3,0.272727272727273,1,1,4,7,6,1,0.166666666666667,0,0
"RINTAMÄKI E",3,2009,2013,5,5.33333333333333,0.6,NA,NA,0,0,0,2805,"#2FD207",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ODA H",6,2009,2019,11,7.66666666666667,0.545454545454545,NA,NA,0,0,0,-2806,"#FE6A82",0,2018,2018,1,1,1,0,0,0,0,0,2020,2020,1,1,1,0.166666666666667,1.83333333333333,2009,2012,4,2,0.5,0.916666666666667,0.333333333333333,3,2,1,1,1,0,0
"AHMAD N",5,2009,2014,6,3.2,0.833333333333333,NA,NA,0,0,0,2807,"#7AC3A7",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2010,2010,1,2,2,2.4,0.4,2,1,1,0,0,0,0
"PÉREZ FJ",1,2009,2009,1,4,1,NA,NA,0,0,0,-2808,"#E73A68",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KATAGIRI H",2,2009,2013,5,10,0.4,NA,NA,0,0,0,2809,"#B51183",1,2009,2009,1,1,1,1,0,387,2,1,NA,NA,0,0,0,0,0,2009,2013,5,2,0.4,1,1,2,2,2,0,0,4,1.84223131056335e-05
"STOLARZ M",1,2009,2009,1,1,1,NA,NA,0,0,0,-2810,"#1475BE",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BIRCHLER T",1,2009,2009,1,5,1,NA,NA,0,0,0,2811,"#04310F",0,NA,NA,0,0,0,0,0,0,0,0,2007,2013,7,3,0.428571428571429,3,0.428571428571429,2009,2009,1,1,1,1,1,4,3,1,2,2,0,0
"HITCHCOCK PF",1,2009,2009,1,3,1,NA,NA,0,0,0,-2812,"#CD27AF",1,2009,2009,1,1,1,1,0,388,2,1,NA,NA,0,0,0,0,0,2009,2009,1,1,1,1,1,1,1,1,0,0,1,4.60557827640839e-06
"COPINSCHI G",1,2009,2009,1,5,1,1990,2000,11,4,0.363636363636364,2813,"#6CED53",0,NA,NA,0,0,0,0,1,23,1,3,1982,1982,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"HERICHOVÁ I",6,2009,2013,5,4.5,1.2,2005,2014,10,4,0.4,-2814,"#A58171",0,2009,2009,1,2,2,0,1,309,1,2,2007,2007,1,1,1,0.166666666666667,0.833333333333333,2011,2013,3,2,0.666666666666667,0.555555555555556,0.333333333333333,3,2,1,1,1,0,0
"GAYMARD F",1,2009,2009,1,5,1,NA,NA,0,0,0,2815,"#1EFB6A",0,NA,NA,0,0,0,0,0,0,0,0,2014,2014,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"MORGAN MY",2,2009,2010,2,5,1,NA,NA,0,0,0,-2816,"#4B3465",1,2009,2010,2,2,1,1,0,389,2,1,NA,NA,0,0,0,0,0,2009,2010,2,2,1,1,1,2,1,1,0,0,2,9.21115655281677e-06
"BROWN JK",1,2009,2009,1,3,1,NA,NA,0,0,0,2817,"#E798E2",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"XUE FS",2,2009,2009,1,5,2,NA,NA,0,0,0,-2818,"#76CAB1",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"RODRÍGUEZ JJ",1,2009,2009,1,3,1,NA,NA,0,0,0,2819,"#6069E1",0,2009,2009,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CHAISEHA Y",1,2009,2009,1,5,1,NA,NA,0,0,0,-2820,"#E5E8AD",1,2009,2009,1,1,1,1,0,390,2,1,2010,2013,4,2,0.5,2,0.5,NA,NA,0,0,0,0,0,2,1,0,1,Inf,1,4.60557827640839e-06
"ANDREWS MT",1,2009,2009,1,2,1,NA,NA,0,0,0,2821,"#C00900",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BARTH C",1,2009,2009,1,5,1,NA,NA,0,0,0,-2822,"#9B23A6",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ROBASZKIEWICZ J",1,2009,2009,1,4,1,NA,NA,0,0,0,2823,"#BE82DE",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BRAMBL R",1,2009,2009,1,1,1,NA,NA,0,0,0,-2824,"#2B80D2",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HARRIS MK",1,2009,2009,1,2,1,NA,NA,0,0,0,2825,"#93C21C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GOLOMBEK D",2,2009,2017,9,3,0.222222222222222,NA,NA,0,0,0,-2826,"#120D9B",0,2017,2017,1,1,1,0,0,0,0,0,1999,1999,1,1,1,0.5,4.5,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"CRUZ-ROSAS H",1,2009,2009,1,5,1,NA,NA,0,0,0,2827,"#644AD6",0,2009,2009,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HIGUCHI T",1,2009,2009,1,5,1,NA,NA,0,0,0,-2828,"#5B2CCB",0,2009,2009,1,1,1,0,0,0,0,0,2016,2016,1,1,1,1,1,2009,2009,1,1,1,1,1,2,2,1,1,1,0,0
"KOZICZ T",1,2009,2009,1,6,1,NA,NA,0,0,0,2829,"#071FAC",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"JETTEN AM",7,2009,2015,7,3.71428571428571,1,2006,2013,8,2,0.25,-2830,"#A0BF8D",0,2011,2014,4,5,1.25,0,1,336,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"YU J",1,2009,2009,1,4,1,NA,NA,0,0,0,2831,"#43F63E",0,2009,2009,1,1,1,0,0,0,0,0,2001,2021,21,11,0.523809523809524,11,0.523809523809524,NA,NA,0,0,0,0,0,11,11,0,11,Inf,0,0
"GAZIT D",1,2009,2009,1,6,1,NA,NA,0,0,0,-2832,"#679F01",0,NA,NA,0,0,0,0,0,0,0,0,2008,2008,1,1,1,1,1,2009,2009,1,1,1,1,1,2,2,1,1,1,0,0
"HUSSAIN MM",7,2009,2020,12,3.42857142857143,0.583333333333333,2009,2015,7,4,0.571428571428571,2833,"#8BCEC5",0,2009,2020,12,6,0.5,0,0,0,0,0,2011,2012,2,2,1,0.285714285714286,1.71428571428571,2016,2016,1,1,1,1.71428571428571,0.142857142857143,3,3,1,2,2,0,0
"HARPER DG",1,2009,2009,1,8,1,2005,2005,1,1,1,-2834,"#2B465A",0,NA,NA,0,0,0,0,1,160,1,3,2013,2013,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"SAN SEGUNDO B",1,2009,2009,1,5,1,NA,NA,0,0,0,2835,"#9C5EA7",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KLAASSEN CD",2,2009,2012,4,5.5,0.5,NA,NA,0,0,0,-2836,"#4BE054",0,NA,NA,0,0,0,0,0,0,0,0,2009,2009,1,1,1,0.5,2,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"BERGMAN B",1,2009,2009,1,4,1,NA,NA,0,0,0,2837,"#23D218",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WEBER S",1,2009,2009,1,3,1,NA,NA,0,0,0,-2838,"#1EE2F1",0,NA,NA,0,0,0,0,0,0,0,0,2005,2019,15,3,0.2,3,0.2,NA,NA,0,0,0,0,0,3,3,0,3,Inf,0,0
"FLETCHER ME",1,2009,2009,1,5,1,NA,NA,0,0,0,2839,"#A2134D",0,2009,2009,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BENOIT G",1,2009,2009,1,6,1,NA,NA,0,0,0,-2840,"#B6EBF0",0,NA,NA,0,0,0,0,0,0,0,0,2008,2008,1,1,1,1,1,2009,2009,1,1,1,1,1,2,3,2,1,0.5,0,0
"BRAWLEY EC",1,2009,2009,1,1,1,NA,NA,0,0,0,2841,"#513881",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ANDO H",5,2009,2021,13,7.8,0.384615384615385,2005,2016,12,12,1,-2842,"#FE56D1",0,NA,NA,0,0,0,0,1,286,1,2,2006,2020,15,7,0.466666666666667,1.4,1.21333333333333,2021,2021,1,2,2,5.2,0.4,9,8,6,2,0.333333333333333,0,0
"NAGASHIMA K",1,2009,2009,1,3,1,2005,2005,1,1,1,2843,"#CD875D",0,NA,NA,0,0,0,0,1,311,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CIARLEGLIO CM",1,2009,2009,1,2,1,2008,2014,7,5,0.714285714285714,-2844,"#5E652F",0,2009,2009,1,1,1,0,1,57,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DAFNY N",3,2009,2013,5,4.33333333333333,0.6,NA,NA,0,0,0,2845,"#A068A9",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"YÜCEL AGARGÜN M",1,2009,2009,1,2,1,NA,NA,0,0,0,-2846,"#B9FB4B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"YEANG HY",4,2009,2019,11,1,0.363636363636364,NA,NA,0,0,0,2847,"#694984",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CHERIKH F",1,2009,2009,1,3,1,NA,NA,0,0,0,-2848,"#12EEA7",0,NA,NA,0,0,0,0,0,0,0,0,2012,2012,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"XIN H",1,2009,2009,1,3,1,NA,NA,0,0,0,2849,"#B8E36F",0,NA,NA,0,0,0,0,0,0,0,0,2006,2006,1,1,1,1,1,2009,2009,1,1,1,1,1,2,2,1,1,1,0,0
"OKADA K",1,2009,2009,1,1,1,2008,2008,1,1,1,-2850,"#78B643",0,NA,NA,0,0,0,0,1,283,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WEBER ET",1,2009,2009,1,3,1,1995,1998,4,3,0.75,2851,"#E35F45",0,NA,NA,0,0,0,0,1,145,1,2,1994,2019,26,4,0.153846153846154,4,0.153846153846154,NA,NA,0,0,0,0,0,4,3,0,3,Inf,0,0
"DI BERNARDO M",1,2009,2009,1,2,1,NA,NA,0,0,0,-2852,"#3E857C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"TSUANG MT",1,2009,2009,1,11,1,NA,NA,0,0,0,2853,"#AF445F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2009,2009,1,1,1,1,1,1,1,1,0,0,0,0
"ROITSCH T",1,2009,2009,1,2,1,NA,NA,0,0,0,-2854,"#A01EFD",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DAWID IB",2,2009,2013,5,8,0.4,NA,NA,0,0,0,2855,"#8FBAE4",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2009,2009,1,1,1,2.5,0.5,1,2,2,0,0,0,0
"BLÁZQUEZ MA",1,2009,2009,1,2,1,2002,2002,1,1,1,-2856,"#62056A",0,2009,2009,1,1,1,0,1,268,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BEIJERSBERGEN RL",1,2009,2009,1,5,1,NA,NA,0,0,0,2857,"#92C409",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"YAMAGUCHI-SHINOZAKI K",4,2009,2021,13,8,0.307692307692308,NA,NA,0,0,0,-2858,"#02BB6C",0,NA,NA,0,0,0,0,0,0,0,0,2019,2019,1,1,1,0.25,3.25,2021,2021,1,1,1,3.25,0.25,2,3,2,1,0.5,0,0
"PHILLIPS ML",2,2009,2012,4,5.5,0.5,NA,NA,0,0,0,2859,"#E4F312",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2012,2012,1,1,1,2,0.5,1,1,1,0,0,0,0
"TRIVEDI B",1,2009,2009,1,1,1,NA,NA,0,0,0,-2860,"#A1E052",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PAUL KN",2,2009,2017,9,5.5,0.222222222222222,2003,2009,7,4,0.571428571428571,2861,"#7A8C3E",0,2009,2017,9,2,0.222222222222222,0,1,70,1,2,2003,2017,15,7,0.466666666666667,3.5,2.1,2017,2017,1,1,1,4.5,0.5,8,7,2,5,2.5,0,0
"PAN X",5,2009,2019,11,2.8,0.454545454545455,2009,2020,12,7,0.583333333333333,-2862,"#CB7A25",0,2009,2015,7,4,0.571428571428571,0,0,0,0,0,2011,2012,2,3,1.5,0.6,3.3,2019,2019,1,1,1,2.2,0.2,4,4,1,3,3,0,0
"VANDER SCHOOR JK",1,2009,2009,1,7,1,NA,NA,0,0,0,2863,"#30F295",0,2009,2009,1,1,1,0,0,0,0,0,2007,2017,11,5,0.454545454545455,5,0.454545454545455,NA,NA,0,0,0,0,0,5,2,0,2,Inf,0,0
"HASTY J",1,2009,2009,1,3,1,NA,NA,0,0,0,-2864,"#C9DEF7",0,NA,NA,0,0,0,0,0,0,0,0,2010,2014,5,2,0.4,2,0.4,NA,NA,0,0,0,0,0,2,2,0,2,Inf,0,0
"FEIL R",1,2009,2009,1,6,1,2009,2009,1,1,1,2865,"#FFC4B9",0,NA,NA,0,0,0,0,1,225,1,2,2003,2019,17,7,0.411764705882353,7,0.411764705882353,2009,2009,1,1,1,1,1,8,6,2,4,2,0,0
"GROOT AT",3,2009,2018,10,5,0.3,NA,NA,0,0,0,-2866,"#36B87E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2009,2018,10,3,0.3,1,1,3,2,2,0,0,0,0
"LIPPI G",1,2009,2009,1,3,1,NA,NA,0,0,0,2867,"#AE799B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DEL ZOMPO M",2,2009,2015,7,11.5,0.285714285714286,NA,NA,0,0,0,-2868,"#7ECC81",0,NA,NA,0,0,0,0,0,0,0,0,2018,2018,1,1,1,0.5,3.5,2009,2015,7,2,0.285714285714286,1,1,3,2,1,1,1,0,0
"KLUG G",2,2009,2009,1,6.5,2,NA,NA,0,0,0,2869,"#A215BE",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2009,2009,1,1,1,0.5,0.5,1,2,2,0,0,0,0
"SHAPIRO CM",1,2009,2009,1,4,1,NA,NA,0,0,0,-2870,"#D985F6",0,NA,NA,0,0,0,0,0,0,0,0,2011,2019,9,2,0.222222222222222,2,0.222222222222222,NA,NA,0,0,0,0,0,2,2,0,2,Inf,0,0
"FREEMAN D",1,2009,2009,1,3,1,NA,NA,0,0,0,2871,"#1544FB",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HORIMOTO K",1,2009,2009,1,6,1,NA,NA,0,0,0,-2872,"#7F58DD",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2009,2009,1,1,1,1,1,1,3,3,0,0,0,0
"CANAL MM",4,2009,2016,8,2.75,0.5,2006,2009,4,2,0.5,2873,"#DF0B1A",0,NA,NA,0,0,0,0,1,204,1,2,2008,2008,1,1,1,0.25,2,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"YANOVIAK SP",1,2009,2009,1,13,1,NA,NA,0,0,0,-2874,"#F4A9C4",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2009,2009,1,1,1,1,1,1,2,2,0,0,0,0
"BARCO A",1,2009,2009,1,3,1,NA,NA,0,0,0,2875,"#E964CA",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MENDLEWICZ J",1,2009,2009,1,1,1,NA,NA,0,0,0,-2876,"#5572D6",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ORDOVAS JM",4,2009,2010,2,7.5,2,NA,NA,0,0,0,2877,"#D45B53",0,2009,2010,2,4,2,0,0,0,0,0,2009,2015,7,4,0.571428571428571,1,0.285714285714286,2010,2010,1,2,2,1,0.5,6,3,1,2,2,0,0
"STANFORD JL",1,2009,2009,1,9,1,NA,NA,0,0,0,-2878,"#6874DD",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2009,2009,1,1,1,1,1,1,2,2,0,0,0,0
"YOUNG A; PENNINGTON SYMPOSIUM",1,2009,2009,1,3,1,NA,NA,0,0,0,2879,"#4FC2ED",0,2009,2009,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,2009,2009,1,1,1,1,1,1,1,1,0,0,0,0
"RASK L",1,2009,2009,1,4,1,NA,NA,0,0,0,-2880,"#237838",0,2009,2009,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,2009,2009,1,1,1,1,1,1,1,1,0,0,0,0
"VITIELLO MV",1,2009,2009,1,2,1,NA,NA,0,0,0,2881,"#8B8432",0,2009,2009,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HALÁSZ B",1,2009,2009,1,4,1,NA,NA,0,0,0,-2882,"#221D12",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BUNNELL BA",2,2009,2011,3,4,0.666666666666667,NA,NA,0,0,0,2883,"#DA2E7B",0,2009,2011,3,2,0.666666666666667,0,0,0,0,0,2008,2011,4,2,0.5,1,0.75,2009,2011,3,2,0.666666666666667,1,1,4,3,1,2,2,0,0
"PARSONS MJ",1,2009,2009,1,2,1,2014,2015,2,3,1.5,-2884,"#F80527",0,2009,2009,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HERMSDORFER J",1,2009,2009,1,5,1,NA,NA,0,0,0,2885,"#BFA436",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GRANT MB",5,2009,2017,9,12.4,0.555555555555556,NA,NA,0,0,0,-2886,"#0618D1",2,2009,2017,9,4,0.444444444444444,2,0,392,3,1,2014,2014,1,2,2,0.4,3.6,2013,2017,5,3,0.6,1.08,0.6,5,3,2,1,0.5,30,0.000138167348292252
"WATABE Y",1,2009,2009,1,2,1,2013,2013,1,1,1,2887,"#19B351",0,2009,2009,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WESTHEAD DR",1,2009,2009,1,5,1,NA,NA,0,0,0,-2888,"#89EC24",0,NA,NA,0,0,0,0,0,0,0,0,2007,2007,1,1,1,1,1,2009,2009,1,1,1,1,1,2,2,1,1,1,0,0
"LANDRY GJ",1,2009,2009,1,3,1,2005,2012,8,4,0.5,2889,"#41F443",0,2009,2009,1,1,1,0,1,132,1,2,2008,2018,11,4,0.363636363636364,4,0.363636363636364,NA,NA,0,0,0,0,0,4,4,0,4,Inf,0,0
"UNNO M",1,2009,2009,1,18,1,NA,NA,0,0,0,-2890,"#DA99F3",0,NA,NA,0,0,0,0,0,0,0,0,2017,2017,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"KELLER SM",1,2009,2009,1,1,1,NA,NA,0,0,0,2891,"#BCA49C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CRYSTAL JD",1,2009,2009,1,1,1,NA,NA,0,0,0,-2892,"#05D9F1",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CARRILLO M",3,2009,2010,2,4,1.5,NA,NA,0,0,0,2893,"#3CC210",0,2010,2010,1,1,1,0,0,0,0,0,2015,2015,1,1,1,0.333333333333333,0.666666666666667,2010,2010,1,2,2,1.33333333333333,0.666666666666667,3,4,3,1,0.333333333333333,0,0
"MARTINO TA",13,2009,2020,12,7.23076923076923,1.08333333333333,2007,2015,9,2,0.222222222222222,-2894,"#586B3D",0,2009,2009,1,1,1,0,1,350,1,2,2008,2020,13,5,0.384615384615385,0.384615384615385,0.355029585798817,2014,2020,7,4,0.571428571428571,0.527472527472527,0.307692307692308,9,8,3,5,1.66666666666667,0,0
"BYRNES M",1,2009,2009,1,3,1,NA,NA,0,0,0,2895,"#D79189",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PEIGNEUX P",2,2009,2014,6,12,0.333333333333333,NA,NA,0,0,0,-2896,"#300AB1",1,2009,2009,1,1,1,1,0,393,2,1,2004,2012,9,2,0.222222222222222,1,0.666666666666667,2009,2009,1,1,1,3,0.5,3,6,4,2,0.5,12,5.52669393169006e-05
"PAQUET J",1,2009,2009,1,4,1,NA,NA,0,0,0,2897,"#79E570",0,2009,2009,1,1,1,0,0,0,0,0,2004,2020,17,5,0.294117647058824,5,0.294117647058824,2009,2009,1,1,1,1,1,6,5,1,4,4,0,0
