"Author_name","PC","PY_start","PY_end","Pub_period","Author_count_avg","PC_annu","PY_first_start","PY_first_end","First_period","PC_first","PC_first_annu","Author_index","Author_color","OC","PY_off_start","PY_off_end","Off_period","PC_off","PC_off_annu","Family_degree_out","Family_degree_in","Family_index","Family_size","AG","PY_col_in_start","PY_col_in_end","Col_in_period","PC_col_in","PC_col_in_annu","R_PC_col_in_PC","R_PC_col_in_PC_annu","PY_col_out_start","PY_col_out_end","Col_out_period","PC_col_out","PC_col_out_annu","R_PC_col_out_PC_annu","R_PC_col_out_PC","PC_col_tot","degree_all","degree_out","degree_in","R_deg_in_out","PCxOCxCC","PCxOCxCC_norm"
"VAN CAUTER E",9,1988,2017,30,5.44444444444444,0.3,1975,1994,20,4,0.2,-530,"#A78375",3,1990,2017,28,7,0.25,3,1,23,4,2,1982,2019,38,5,0.131578947368421,0.555555555555556,0.43859649122807,1990,2017,28,6,0.214285714285714,0.714285714285714,0.666666666666667,11,12,7,5,0.714285714285714,324,0.00149220736155632
"HONMA S",21,1988,2021,34,3.57142857142857,0.617647058823529,1991,2012,22,7,0.318181818181818,531,"#AFADAF",0,1988,2013,26,6,0.230769230769231,0,0,0,0,0,1986,2019,34,68,2,3.23809523809524,3.23809523809524,1991,2021,31,15,0.483870967741935,0.783410138248848,0.714285714285714,83,26,8,18,2.25,0,0
"RIVKEES SA",9,1988,2004,17,1.33333333333333,0.529411764705882,1990,2004,15,6,0.4,-532,"#3415C5",1,1988,1999,12,2,0.166666666666667,1,0,84,2,1,1992,1992,1,1,1,0.111111111111111,1.88888888888889,1988,1988,1,1,1,1.88888888888889,0.111111111111111,2,2,1,1,1,18,8.29004089753509e-05
"BARRETT RK",1,1988,1988,1,3,1,NA,NA,0,0,0,533,"#D07B66",0,1988,1988,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1988,1988,1,1,1,1,1,1,1,1,0,0,0,0
"VAN REETH O",13,1988,2004,17,3.76923076923077,0.764705882352941,1987,2002,16,13,0.8125,-534,"#CB737F",0,1988,2004,17,6,0.352941176470588,0,1,43,1,2,1993,1999,7,5,0.714285714285714,0.384615384615385,0.934065934065934,1994,2004,11,4,0.363636363636364,0.475524475524476,0.307692307692308,9,7,4,3,0.75,0,0
"EGUCHI E",2,1988,2003,16,4,0.125,NA,NA,0,0,0,535,"#7164E7",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1988,2003,16,2,0.125,1,1,2,2,2,0,0,0,0
"MONK TH",3,1988,1991,4,1.33333333333333,0.75,1983,2009,27,5,0.185185185185185,-536,"#100051",0,NA,NA,0,0,0,0,1,60,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WALLRAFF HG",1,1988,1988,1,2,1,NA,NA,0,0,0,537,"#4B89C8",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MORIN LP",11,1988,2013,26,2.36363636363636,0.423076923076923,1995,2006,12,6,0.5,-538,"#E8F08E",2,1998,2003,6,4,0.666666666666667,2,0,83,3,1,1996,1996,1,1,1,0.0909090909090909,2.36363636363636,1988,2008,21,2,0.0952380952380952,0.225108225108225,0.181818181818182,3,4,3,1,0.333333333333333,88,0.000405290888323938
"BERENT MD",1,1988,1988,1,2,1,NA,NA,0,0,0,539,"#7A5CA0",0,1988,1988,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"RENNINGER GH",1,1988,1988,1,2,1,1989,1989,1,1,1,-540,"#4C81DC",0,1988,1988,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"JOUVET M",2,1988,1994,7,1.5,0.285714285714286,NA,NA,0,0,0,541,"#C86B94",1,1988,1988,1,1,1,1,0,85,3,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KUPFER DJ",5,1988,1999,12,4.8,0.416666666666667,NA,NA,0,0,0,-542,"#8B5F60",1,1990,1999,10,3,0.3,1,0,88,2,1,1990,2009,20,3,0.15,0.6,0.36,NA,NA,0,0,0,0,0,3,3,0,3,Inf,15,6.90836741461258e-05
"SIMMONS L",2,1988,1990,3,3,0.666666666666667,NA,NA,0,0,0,543,"#DBE4BD",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"EICHNER ER",4,1988,2020,33,1,0.121212121212121,NA,NA,0,0,0,-544,"#F162A4",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BERESFORD CH",1,1988,1988,1,1,1,NA,NA,0,0,0,545,"#BEAEC0",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"VELASCO F",1,1988,1988,1,6,1,NA,NA,0,0,0,-546,"#DAF195",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1988,1988,1,1,1,1,1,1,1,1,0,0,0,0
"POWELL EW",1,1988,1988,1,1,1,NA,NA,0,0,0,547,"#7CAD95",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"STEVENS JR",1,1988,1988,1,2,1,NA,NA,0,0,0,-548,"#969872",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"LONDON ED",1,1988,1988,1,4,1,NA,NA,0,0,0,549,"#928984",1,1988,1988,1,1,1,1,0,86,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PIGNAL N",1,1988,1988,1,1,1,NA,NA,0,0,0,-550,"#B8726B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"TSANEV A",1,1988,1988,1,3,1,NA,NA,0,0,0,551,"#1CC5CA",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MAJZOUB JA",1,1988,1988,1,4,1,NA,NA,0,0,0,-552,"#70A282",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1988,1988,1,1,1,1,1,1,1,1,0,0,0,0
"KASAHARA Y",1,1988,1988,1,7,1,NA,NA,0,0,0,553,"#A2533C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1988,1988,1,1,1,1,1,1,1,1,0,0,0,0
"MONTANARI L",1,1988,1988,1,2,1,NA,NA,0,0,0,-554,"#FD0339",1,1988,1988,1,1,1,1,0,87,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"RUTENFRANZ J",1,1988,1988,1,8,1,NA,NA,0,0,0,555,"#FE50DB",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KAPRIO J",1,1988,1988,1,6,1,NA,NA,0,0,0,-556,"#A2CE9D",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"AKERSTEDT T",1,1988,1988,1,7,1,1981,1981,1,1,1,557,"#752E93",0,NA,NA,0,0,0,0,1,50,1,2,1996,2008,13,2,0.153846153846154,2,0.153846153846154,1988,1988,1,1,1,1,1,3,5,3,2,0.666666666666667,0,0
"READEY MA",1,1988,1988,1,5,1,NA,NA,0,0,0,-558,"#732D04",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"TURNER P",1,1988,1988,1,5,1,NA,NA,0,0,0,559,"#8E1C5D",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SUNDERMAN FW JR",1,1988,1988,1,2,1,NA,NA,0,0,0,-560,"#C76D7F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DUBACH MD",1,1988,1988,1,2,1,NA,NA,0,0,0,561,"#E65E43",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"FURUKAWA CT",1,1988,1988,1,4,1,NA,NA,0,0,0,-562,"#837994",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DUNLAP JC",74,1989,2020,32,4.12162162162162,2.3125,1981,2018,38,12,0.315789473684211,563,"#08123E",9,1989,2018,30,30,1,9,1,4,13,2,1982,2020,39,31,0.794871794871795,0.418918918918919,0.343728343728344,1994,2020,27,53,1.96296296296296,0.848848848848849,0.716216216216216,84,30,13,17,1.30769230769231,19980,0.0920194539626396
"CZEISLER CA",27,1989,2015,27,4.33333333333333,1,1981,2000,20,5,0.25,-564,"#984E2C",8,1989,2015,27,20,0.740740740740741,8,1,48,14,2,1981,2021,41,19,0.463414634146341,0.703703703703704,0.463414634146341,1991,2015,25,18,0.72,0.72,0.666666666666667,37,21,10,11,1.1,4536,0.0208909030617884
"REPPERT SM",58,1989,2016,28,3.67241379310345,2.07142857142857,1981,2018,38,18,0.473684210526316,565,"#0A73A6",7,1989,2013,25,29,1.16,7,1,46,10,2,1983,2016,34,11,0.323529411764706,0.189655172413793,0.156186612576065,1990,2016,27,26,0.962962962962963,0.464878671775223,0.448275862068966,37,29,21,8,0.380952380952381,11774,0.0542260786264323
"CHUA NH",8,1989,2017,29,3.75,0.275862068965517,NA,NA,0,0,0,-566,"#631B18",1,2009,2017,9,2,0.222222222222222,1,0,92,2,1,1992,2010,19,5,0.263157894736842,0.625,0.953947368421053,2007,2012,6,2,0.333333333333333,1.20833333333333,0.25,7,5,2,3,1.5,40,0.000184223131056335
"GILLETTE MU",35,1989,2020,32,4.54285714285714,1.09375,1995,2005,11,5,0.454545454545455,567,"#85386B",5,1989,2013,25,16,0.64,5,0,89,8,1,1991,2013,23,8,0.347826086956522,0.228571428571429,0.318012422360248,1994,2019,26,15,0.576923076923077,0.527472527472527,0.428571428571429,23,17,12,5,0.416666666666667,2975,0.0137015953723149
"MROSOVSKY N",16,1989,2006,18,2.375,0.888888888888889,1992,2005,14,4,0.285714285714286,-568,"#94DBED",2,1989,2006,18,7,0.388888888888889,2,0,91,4,1,1999,2003,5,3,0.6,0.1875,0.675,1996,2005,10,4,0.4,0.45,0.25,7,7,4,3,0.75,224,0.00103164953391548
"BRUNNARIUS J",1,1989,1989,1,2,1,NA,NA,0,0,0,569,"#B1F234",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SULZMAN FM",1,1989,1989,1,3,1,1982,1984,3,2,0.666666666666667,-570,"#6C25F1",0,NA,NA,0,0,0,0,1,9,1,2,1974,1995,22,3,0.136363636363636,3,0.136363636363636,1989,1989,1,1,1,1,1,4,3,1,2,2,0,0
"KLINKER L",1,1989,1989,1,1,1,NA,NA,0,0,0,571,"#596C28",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WOLLNIK F",4,1989,2014,26,3,0.153846153846154,1995,1995,1,2,2,-572,"#6BBACD",1,2006,2014,9,2,0.222222222222222,1,0,90,2,1,1994,2004,11,2,0.181818181818182,0.5,1.18181818181818,2006,2007,2,2,1,6.5,0.5,4,5,3,2,0.666666666666667,20,9.21115655281677e-05
"AVSEENKO NV",1,1989,1989,1,3,1,NA,NA,0,0,0,573,"#A0ED4F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WILLIAMS JM",1,1989,1989,1,2,1,NA,NA,0,0,0,-574,"#DE553D",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MAYWOOD E",1,1989,1989,1,3,1,NA,NA,0,0,0,575,"#8206A2",1,1989,1989,1,1,1,1,0,93,9,1,2009,2009,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,1,4.60557827640839e-06
"ALLEVA JJ",1,1989,1989,1,1,1,1971,2002,32,3,0.09375,-576,"#CB17AD",0,NA,NA,0,0,0,0,1,10,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DAGHESTANI AN",1,1989,1989,1,2,1,NA,NA,0,0,0,577,"#7B686B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"FARRELL CA",1,1989,1989,1,3,1,NA,NA,0,0,0,-578,"#271C31",0,1989,1989,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"NADSTAWEK R",1,1989,1989,1,3,1,NA,NA,0,0,0,579,"#ED48C3",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ROMERO A",1,1989,1989,1,6,1,NA,NA,0,0,0,-580,"#B86DEB",0,NA,NA,0,0,0,0,0,0,0,0,2005,2021,17,2,0.117647058823529,2,0.117647058823529,NA,NA,0,0,0,0,0,2,2,0,2,Inf,0,0
"WILLIAMS LM",2,1989,1998,10,3,0.2,NA,NA,0,0,0,581,"#290274",1,1989,1989,1,1,1,1,0,94,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KOSTIC D",1,1989,1989,1,5,1,NA,NA,0,0,0,-582,"#E4E575",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"LECONTE P",1,1989,1989,1,1,1,NA,NA,0,0,0,583,"#560067",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"STEVENSON JS",1,1989,1989,1,3,1,NA,NA,0,0,0,-584,"#EB7AC2",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DECKER M",1,1989,1989,1,5,1,NA,NA,0,0,0,585,"#4C4525",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1989,1989,1,1,1,1,1,1,1,1,0,0,0,0
"ARGYROUDI-AKOYUNOGLOU J",1,1989,1989,1,3,1,NA,NA,0,0,0,-586,"#A7EF8B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"NAGY F",7,1990,2015,26,7.28571428571429,0.269230769230769,1993,2002,10,2,0.2,587,"#CF7394",0,NA,NA,0,0,0,0,0,0,0,0,1999,2018,20,20,1,2.85714285714286,3.71428571428571,2005,2015,11,4,0.363636363636364,1.35064935064935,0.571428571428571,24,10,4,6,1.5,0,0
"MEIJER JH",33,1990,2020,31,5.18181818181818,1.06451612903226,2003,2015,13,6,0.461538461538462,-588,"#EC3007",3,2001,2020,20,13,0.65,3,0,96,4,1,2003,2021,19,21,1.10526315789474,0.636363636363636,1.03827751196172,2001,2019,19,21,1.10526315789474,1.03827751196172,0.636363636363636,42,29,18,11,0.611111111111111,2871,0.0132226152315685
"QUEIROZ O",1,1990,1990,1,2,1,1974,1974,1,1,1,589,"#82558D",0,NA,NA,0,0,0,0,1,17,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KYRIACOU CP",40,1990,2020,31,4.125,1.29032258064516,1985,2010,26,6,0.230769230769231,-590,"#A9D38F",8,1992,2017,26,18,0.692307692307692,8,1,67,11,2,1986,2020,35,44,1.25714285714286,1.1,0.974285714285714,1992,2020,29,23,0.793103448275862,0.614655172413793,0.575,67,32,14,18,1.28571428571429,10240,0.0471611215504219
"CASSONE VM",34,1990,2021,32,3.67647058823529,1.0625,2002,2012,11,4,0.363636363636364,591,"#D5A3AB",3,1999,2010,12,11,0.916666666666667,3,0,97,4,1,1997,2009,13,13,1,0.382352941176471,0.941176470588235,1995,2012,18,11,0.611111111111111,0.575163398692811,0.323529411764706,24,19,13,6,0.461538461538462,1938,0.00892561069967945
"BATTELLE BA",6,1990,2013,24,5.83333333333333,0.25,1998,2013,16,4,0.25,-592,"#3470E6",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2003,2003,1,1,1,4,0.166666666666667,1,2,2,0,0,0,0
"BOSLER O",8,1990,2013,24,5,0.333333333333333,2009,2015,7,2,0.285714285714286,593,"#ED4B7D",0,2008,2008,1,1,1,0,0,0,0,0,2000,2012,13,7,0.538461538461538,0.875,1.61538461538462,2008,2013,6,4,0.666666666666667,2,0.5,11,4,2,2,1,0,0
"SWAAB DF",29,1990,2013,24,3.72413793103448,1.20833333333333,1993,2005,13,2,0.153846153846154,-594,"#06BE0A",4,1992,2013,22,14,0.636363636363636,4,0,100,6,1,1987,2019,33,9,0.272727272727273,0.310344827586207,0.225705329153605,1990,2013,24,10,0.416666666666667,0.344827586206897,0.344827586206897,19,14,8,6,0.75,1624,0.00747945912088722
"HILL M",1,1990,1990,1,5,1,NA,NA,0,0,0,595,"#A666B3",0,1990,1990,1,1,1,0,0,0,0,0,2019,2019,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"HELLER HC",12,1990,2015,26,4.08333333333333,0.461538461538462,NA,NA,0,0,0,-596,"#1A9D7E",2,1990,2015,26,11,0.423076923076923,2,0,99,4,1,1992,2020,29,15,0.517241379310345,1.25,1.12068965517241,1990,2014,25,7,0.28,0.606666666666667,0.583333333333333,22,10,5,5,1,240,0.00110533878633801
"HARDELAND R",9,1990,2021,32,1.66666666666667,0.28125,2003,2015,13,4,0.307692307692308,597,"#780F66",1,1990,2006,17,2,0.117647058823529,1,0,101,2,1,2001,2015,15,3,0.2,0.333333333333333,0.711111111111111,2006,2006,1,1,1,3.55555555555556,0.111111111111111,4,5,2,3,1.5,45,0.000207251022438377
"STROGATZ SH",2,1990,2004,15,2,0.133333333333333,NA,NA,0,0,0,-598,"#28B2F9",0,NA,NA,0,0,0,0,0,0,0,0,1997,1997,1,1,1,0.5,7.5,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"MATSUI K",1,1990,1990,1,3,1,NA,NA,0,0,0,599,"#790536",0,NA,NA,0,0,0,0,0,0,0,0,2017,2017,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"CHIBA Y",3,1990,1995,6,4.33333333333333,0.5,1993,1993,1,1,1,-600,"#52646A",2,1990,1994,5,2,0.4,2,0,98,8,1,1999,1999,1,1,1,0.333333333333333,2,1990,1995,6,3,0.5,1,1,4,5,4,1,0.25,30,0.000138167348292252
"STEGER RW",1,1990,1990,1,2,1,NA,NA,0,0,0,601,"#F3F48C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PURPURA K",1,1990,1990,1,4,1,NA,NA,0,0,0,-602,"#597184",0,1990,1990,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1990,1990,1,1,1,1,1,1,1,1,0,0,0,0
"SLATER NT",1,1990,1990,1,3,1,NA,NA,0,0,0,603,"#9A47AD",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1990,1990,1,1,1,1,1,1,1,1,0,0,0,0
"VEERMAN A",3,1990,2001,12,2.33333333333333,0.25,2003,2003,1,1,1,-604,"#C93E77",0,1990,1990,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SPIRO HM",1,1990,1990,1,5,1,NA,NA,0,0,0,605,"#379A6C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"VESCOVI G",1,1990,1990,1,1,1,NA,NA,0,0,0,-606,"#32AD19",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WOLFE H",1,1990,1990,1,8,1,NA,NA,0,0,0,607,"#D505CD",0,1990,1990,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1990,1990,1,1,1,1,1,1,1,1,0,0,0,0
"KRONAUER RE",6,1990,2007,18,5.66666666666667,0.333333333333333,1999,2019,21,2,0.0952380952380952,-608,"#E39E43",2,1990,2007,18,6,0.333333333333333,2,0,95,4,1,1983,2017,35,14,0.4,2.33333333333333,1.2,1990,2007,18,6,0.333333333333333,1,1,20,14,8,6,0.75,168,0.000773737150436609
"PIEKOSZEWSKI W",1,1990,1990,1,3,1,NA,NA,0,0,0,609,"#C9A737",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"FUJISHIRO K",1,1990,1990,1,1,1,NA,NA,0,0,0,-610,"#A3E495",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ALEKSEEVA IL",1,1990,1990,1,2,1,NA,NA,0,0,0,611,"#3D66C9",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BAKER R",1,1990,1990,1,2,1,NA,NA,0,0,0,-612,"#1F3D9E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HORNING M",1,1990,1990,1,2,1,NA,NA,0,0,0,613,"#98D79B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"TEWARY PD",1,1990,1990,1,2,1,NA,NA,0,0,0,-614,"#5E825A",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"NIEBOER GL",1,1990,1990,1,4,1,NA,NA,0,0,0,615,"#25E865",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1990,1990,1,1,1,1,1,1,1,1,0,0,0,0
"SCHMIDT I",2,1990,1996,7,2,0.285714285714286,1987,1987,1,1,1,-616,"#E7BE2C",0,NA,NA,0,0,0,0,1,77,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"THORNE DR",1,1990,1990,1,5,1,NA,NA,0,0,0,617,"#572A1E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1990,1990,1,1,1,1,1,1,1,1,0,0,0,0
"FRANKOFF H",1,1990,1990,1,4,1,NA,NA,0,0,0,-618,"#85251D",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"FERSINI C",1,1990,1990,1,6,1,NA,NA,0,0,0,619,"#71A6CD",0,NA,NA,0,0,0,0,0,0,0,0,1998,1998,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"ARUSTAMIAN GS",1,1990,1990,1,3,1,NA,NA,0,0,0,-620,"#693E1D",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"EDMUNDS LN",1,1990,1990,1,2,1,1982,1982,1,1,1,621,"#9B9B3B",0,NA,NA,0,0,0,0,1,54,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HAFFNER HT",1,1990,1990,1,3,1,NA,NA,0,0,0,-622,"#EC4A83",0,1990,1990,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"NAMBOODIRI MA",1,1990,1990,1,4,1,NA,NA,0,0,0,623,"#052543",0,NA,NA,0,0,0,0,0,0,0,0,1999,1999,1,1,1,1,1,1990,1990,1,1,1,1,1,2,2,1,1,1,0,0
"NISULA BC",1,1990,1990,1,4,1,NA,NA,0,0,0,-624,"#7B29B9",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GREENHOUSE JB",1,1990,1990,1,5,1,NA,NA,0,0,0,625,"#D11389",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1990,1990,1,1,1,1,1,1,1,1,0,0,0,0
"GORODISCHER R",1,1990,1990,1,3,1,NA,NA,0,0,0,-626,"#E118B9",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KAY SA",109,1991,2021,31,4.40366972477064,3.51612903225806,1995,2016,22,2,0.0909090909090909,627,"#D54EFE",24,1991,2019,29,64,2.20689655172414,24,0,102,43,1,1996,2021,26,48,1.84615384615385,0.440366972477064,0.525052928722654,1992,2021,30,56,1.86666666666667,0.530886850152905,0.513761467889908,104,83,50,33,0.66,217128,1
"HASTINGS MH",55,1991,2021,31,4.90909090909091,1.7741935483871,1989,2020,32,16,0.5,-628,"#624E6D",6,1994,2021,28,33,1.17857142857143,6,1,93,8,2,1995,2020,26,45,1.73076923076923,0.818181818181818,0.975524475524476,1992,2021,30,35,1.16666666666667,0.657575757575758,0.636363636363636,80,59,28,31,1.10714285714286,19470,0.0896706090416713
"LAERUM OD",5,1991,2016,26,6.8,0.192307692307692,NA,NA,0,0,0,629,"#8B97C2",0,NA,NA,0,0,0,0,0,0,0,0,2005,2010,6,2,0.333333333333333,0.4,1.73333333333333,2006,2007,2,2,1,5.2,0.4,4,6,4,2,0.5,0,0
"DEMENT WC",5,1991,1997,7,3,0.714285714285714,NA,NA,0,0,0,-630,"#27E27E",1,1991,1997,7,4,0.571428571428571,1,0,104,2,1,1981,1993,13,3,0.230769230769231,0.6,0.323076923076923,1991,1991,1,1,1,1.4,0.2,4,4,1,3,3,20,9.21115655281677e-05
"STEEL CG",10,1991,2014,24,2.3,0.416666666666667,2006,2006,1,1,1,631,"#8834E3",1,1991,2014,24,9,0.375,1,0,105,2,1,2007,2007,1,1,1,0.1,2.4,2010,2010,1,1,1,2.4,0.1,2,2,1,1,1,20,9.21115655281677e-05
"PROSSER RA",18,1991,2020,30,2.44444444444444,0.6,1989,2015,27,16,0.592592592592593,-632,"#1058F4",2,1991,2020,30,5,0.166666666666667,2,1,89,3,2,2009,2018,10,12,1.2,0.666666666666667,2,1991,2017,27,4,0.148148148148148,0.246913580246914,0.222222222222222,16,6,3,3,1,216,0.000994804907704211
